"depdelay";"origin";"dest"
11;"IAH";"LAX"
25;"IAH";"ATL"
1;"IAH";"SAT"
7;"IAH";"LAX"
10;"IAH";"MSY"
14;"IAH";"SAT"
7;"IAH";"MSY"
4;"IAH";"LAX"
10;"IAH";"LAX"
3;"IAH";"DEN"
176;"IAH";"EWR"
1;"IAH";"EWR"
16;"IAH";"AUS"
4;"IAH";"DEN"
2;"IAH";"DEN"
4;"IAH";"EWR"
11;"IAH";"MSY"
28;"IAH";"LAS"
8;"IAH";"MSY"
2;"IAH";"LAS"
18;"IAH";"ORD"
2;"IAH";"LAS"
20;"IAH";"DEN"
100;"IAH";"LAS"
13;"IAH";"ORD"
3;"IAH";"MSY"
85;"IAH";"LAX"
18;"IAH";"EWR"
1;"IAH";"PHX"
9;"IAH";"EWR"
2;"IAH";"ORD"
16;"IAH";"SAT"
139;"IAH";"LAX"
3;"IAH";"LAS"
1;"IAH";"DEN"
17;"IAH";"MSY"
2;"IAH";"SAT"
3;"IAH";"LAX"
20;"IAH";"LAS"
14;"IAH";"AUS"
13;"IAH";"ORD"
31;"IAH";"AUS"
4;"IAH";"MSY"
23;"IAH";"SAT"
2;"IAH";"LAX"
20;"IAH";"SAT"
45;"IAH";"DFW"
3;"IAH";"AUS"
1;"IAH";"EWR"
8;"IAH";"EWR"
84;"IAH";"EWR"
7;"IAH";"ORD"
5;"IAH";"EWR"
2;"IAH";"PHX"
7;"IAH";"DEN"
50;"IAH";"PHX"
2;"IAH";"MSY"
5;"IAH";"LAS"
187;"IAH";"EWR"
1;"IAH";"MSY"
4;"IAH";"ORD"
2;"IAH";"EWR"
1;"IAH";"PHX"
7;"IAH";"LAS"
1;"IAH";"DEN"
45;"IAH";"DEN"
3;"IAH";"LAS"
2;"IAH";"LAX"
14;"IAH";"PHX"
12;"IAH";"EWR"
1;"IAH";"ORD"
13;"IAH";"LAX"
6;"IAH";"LAS"
3;"IAH";"DEN"
13;"IAH";"SAT"
1;"IAH";"LAX"
12;"IAH";"AUS"
1;"IAH";"AUS"
24;"IAH";"MSY"
1;"IAH";"LAX"
3;"IAH";"ORD"
9;"IAH";"SAT"
1;"IAH";"AUS"
8;"IAH";"LAX"
45;"IAH";"DEN"
7;"IAH";"EWR"
93;"IAH";"EWR"
70;"IAH";"EWR"
32;"IAH";"LAX"
1;"IAH";"ORD"
3;"IAH";"DEN"
33;"IAH";"EWR"
1;"IAH";"SAT"
63;"IAH";"EWR"
8;"IAH";"MSY"
7;"IAH";"LAS"
2;"IAH";"ORD"
13;"IAH";"SAT"
3;"IAH";"DEN"
6;"IAH";"EWR"
13;"IAH";"LAS"
13;"IAH";"DEN"
9;"IAH";"MSY"
1;"IAH";"MSY"
4;"IAH";"LAX"
179;"IAH";"EWR"
2;"IAH";"PHX"
5;"IAH";"EWR"
37;"IAH";"ORD"
10;"IAH";"SAT"
2;"IAH";"LAX"
16;"IAH";"SAT"
6;"IAH";"LAX"
1;"IAH";"LAS"
1;"IAH";"AUS"
109;"IAH";"ORD"
4;"IAH";"AUS"
15;"IAH";"LAX"
24;"IAH";"PHX"
4;"IAH";"DFW"
4;"IAH";"SAT"
1;"IAH";"LAX"
3;"IAH";"DFW"
8;"IAH";"DFW"
2;"IAH";"DFW"
3;"IAH";"DFW"
37;"IAH";"LAX"
1;"IAH";"MSY"
5;"IAH";"SAT"
26;"IAH";"LAX"
7;"IAH";"DEN"
11;"IAH";"EWR"
39;"IAH";"EWR"
6;"IAH";"LAX"
28;"IAH";"ORD"
22;"IAH";"EWR"
6;"IAH";"PHX"
1;"IAH";"MSY"
11;"IAH";"ORD"
7;"IAH";"LAS"
14;"IAH";"LAS"
13;"IAH";"DEN"
9;"IAH";"DEN"
4;"IAH";"LAS"
14;"IAH";"ORD"
7;"IAH";"LAX"
14;"IAH";"PHX"
9;"IAH";"ORD"
1;"IAH";"LAX"
67;"IAH";"MSY"
4;"IAH";"LAX"
8;"IAH";"LAS"
5;"IAH";"AUS"
37;"IAH";"LAX"
1;"IAH";"PHX"
108;"IAH";"ORD"
19;"IAH";"DFW"
26;"IAH";"SAT"
5;"IAH";"LAX"
4;"IAH";"AUS"
104;"IAH";"ORD"
92;"IAH";"MSY"
1;"IAH";"MSY"
1;"IAH";"AUS"
17;"IAH";"DEN"
15;"IAH";"EWR"
41;"IAH";"EWR"
76;"IAH";"EWR"
7;"IAH";"EWR"
39;"IAH";"LAX"
3;"IAH";"LAS"
147;"IAH";"DEN"
1;"IAH";"EWR"
23;"IAH";"AUS"
25;"IAH";"LAS"
29;"IAH";"EWR"
11;"IAH";"PHX"
12;"IAH";"LAS"
1;"IAH";"EWR"
26;"IAH";"ORD"
12;"IAH";"ORD"
1;"IAH";"SAT"
13;"IAH";"LAS"
8;"IAH";"DEN"
5;"IAH";"EWR"
34;"IAH";"PHX"
6;"IAH";"ORD"
2;"IAH";"DEN"
5;"IAH";"DEN"
17;"IAH";"LAS"
1;"IAH";"ORD"
8;"IAH";"ATL"
2;"IAH";"MSY"
22;"IAH";"LAX"
9;"IAH";"DEN"
4;"IAH";"EWR"
10;"IAH";"EWR"
1;"IAH";"LAX"
4;"IAH";"AUS"
6;"IAH";"MSY"
1;"IAH";"SAT"
15;"IAH";"LAX"
1;"IAH";"AUS"
5;"IAH";"ORD"
2;"IAH";"AUS"
13;"IAH";"LAX"
11;"IAH";"PHX"
2;"IAH";"MSY"
7;"IAH";"ORD"
2;"IAH";"SAT"
2;"IAH";"LAX"
3;"IAH";"ORD"
10;"IAH";"SAT"
13;"IAH";"LAX"
35;"IAH";"MSY"
5;"IAH";"MSY"
1;"IAH";"AUS"
44;"IAH";"LAX"
26;"IAH";"EWR"
1;"IAH";"EWR"
11;"IAH";"DEN"
17;"IAH";"DEN"
14;"IAH";"EWR"
11;"IAH";"MSY"
9;"IAH";"EWR"
13;"IAH";"MSY"
16;"IAH";"ORD"
1;"IAH";"DEN"
8;"IAH";"MSY"
11;"IAH";"LAX"
7;"IAH";"EWR"
11;"IAH";"PHX"
1;"IAH";"ORD"
22;"IAH";"LAX"
12;"IAH";"DEN"
8;"IAH";"AUS"
5;"IAH";"MSY"
1;"IAH";"SAT"
6;"IAH";"LAS"
14;"IAH";"AUS"
10;"IAH";"ORD"
4;"IAH";"DFW"
34;"IAH";"ATL"
4;"IAH";"DFW"
48;"IAH";"MSY"
49;"IAH";"LAX"
13;"IAH";"DEN"
47;"IAH";"EWR"
66;"IAH";"EWR"
1;"IAH";"EWR"
8;"IAH";"EWR"
25;"IAH";"LAX"
25;"IAH";"ORD"
14;"IAH";"LAS"
9;"IAH";"DEN"
7;"IAH";"EWR"
15;"IAH";"DEN"
19;"IAH";"SAT"
4;"IAH";"LAS"
9;"IAH";"PHX"
62;"IAH";"MSY"
10;"IAH";"LAS"
9;"IAH";"DEN"
28;"IAH";"PHX"
24;"IAH";"ORD"
40;"IAH";"MSY"
27;"IAH";"LAS"
15;"IAH";"MSY"
12;"IAH";"AUS"
17;"IAH";"ORD"
12;"IAH";"LAX"
2;"IAH";"DEN"
6;"IAH";"EWR"
7;"IAH";"SAT"
9;"IAH";"LAS"
5;"IAH";"LAX"
1;"IAH";"LAS"
4;"IAH";"AUS"
14;"IAH";"DFW"
40;"IAH";"AUS"
32;"IAH";"AUS"
16;"IAH";"LAX"
4;"IAH";"PHX"
5;"IAH";"MSY"
11;"IAH";"ORD"
7;"IAH";"SAT"
20;"IAH";"LAX"
1;"IAH";"ORD"
1;"IAH";"ATL"
33;"IAH";"SAT"
13;"IAH";"DFW"
28;"IAH";"DFW"
9;"IAH";"LAX"
2;"IAH";"MSY"
8;"IAH";"MSY"
2;"IAH";"LAX"
9;"IAH";"LAX"
10;"IAH";"DEN"
19;"IAH";"EWR"
15;"IAH";"EWR"
12;"IAH";"EWR"
6;"IAH";"LAX"
2;"IAH";"DEN"
3;"IAH";"EWR"
41;"IAH";"PHX"
2;"IAH";"EWR"
3;"IAH";"PHX"
2;"IAH";"MSY"
8;"IAH";"LAS"
10;"IAH";"EWR"
3;"IAH";"MSY"
8;"IAH";"SAT"
1;"IAH";"LAS"
2;"IAH";"EWR"
7;"IAH";"PHX"
1;"IAH";"LAS"
17;"IAH";"DEN"
2;"IAH";"MSY"
5;"IAH";"DEN"
3;"IAH";"PHX"
16;"IAH";"EWR"
38;"IAH";"LAX"
7;"IAH";"DEN"
98;"IAH";"AUS"
59;"IAH";"MSY"
1;"IAH";"LAX"
39;"IAH";"LAS"
32;"IAH";"AUS"
4;"IAH";"AUS"
11;"IAH";"SAT"
3;"IAH";"DFW"
24;"IAH";"LAX"
4;"IAH";"SAT"
23;"IAH";"MSY"
1;"IAH";"LAX"
22;"IAH";"DEN"
9;"IAH";"LAX"
17;"IAH";"PHX"
2;"IAH";"MSY"
2;"IAH";"SAT"
4;"IAH";"LAS"
6;"IAH";"LAS"
10;"IAH";"PHX"
2;"IAH";"LAS"
5;"IAH";"DEN"
31;"IAH";"DEN"
6;"IAH";"LAS"
1;"IAH";"MSY"
3;"IAH";"LAX"
2;"IAH";"PHX"
10;"IAH";"SAT"
3;"IAH";"DEN"
34;"IAH";"AUS"
10;"IAH";"LAX"
17;"IAH";"LAX"
58;"IAH";"MSY"
70;"IAH";"SAT"
3;"IAH";"LAX"
33;"IAH";"ORD"
22;"IAH";"DFW"
6;"IAH";"LAX"
1;"IAH";"ATL"
22;"IAH";"ATL"
66;"HOU";"ATL"
24;"IAH";"ATL"
14;"IAH";"ATL"
2;"IAH";"ATL"
18;"HOU";"ATL"
45;"IAH";"ATL"
19;"IAH";"ATL"
51;"IAH";"ATL"
13;"IAH";"ATL"
31;"IAH";"ATL"
5;"IAH";"ATL"
3;"HOU";"ATL"
12;"IAH";"ATL"
34;"HOU";"ATL"
87;"HOU";"ATL"
12;"HOU";"ATL"
15;"IAH";"ATL"
4;"IAH";"ATL"
11;"HOU";"ATL"
12;"IAH";"ATL"
3;"HOU";"ATL"
1;"HOU";"ATL"
5;"IAH";"ATL"
2;"HOU";"ATL"
4;"IAH";"ATL"
8;"IAH";"ATL"
6;"IAH";"ATL"
9;"IAH";"ATL"
6;"HOU";"ATL"
30;"IAH";"ATL"
7;"IAH";"ATL"
2;"IAH";"ATL"
9;"HOU";"ATL"
1;"IAH";"ATL"
8;"HOU";"ATL"
1;"IAH";"ATL"
27;"HOU";"AUS"
20;"HOU";"AUS"
27;"HOU";"DAL"
23;"HOU";"DAL"
40;"HOU";"DAL"
56;"HOU";"DAL"
16;"HOU";"DAL"
22;"HOU";"DAL"
61;"HOU";"DAL"
4;"HOU";"DAL"
6;"HOU";"DAL"
43;"HOU";"DAL"
66;"HOU";"DAL"
17;"HOU";"DAL"
3;"HOU";"DEN"
9;"HOU";"DEN"
20;"HOU";"DEN"
25;"HOU";"LAS"
11;"HOU";"LAS"
25;"HOU";"LAS"
11;"HOU";"LAX"
7;"HOU";"LAX"
5;"HOU";"MSY"
13;"HOU";"MSY"
7;"HOU";"MSY"
4;"HOU";"MSY"
33;"HOU";"MSY"
15;"HOU";"MSY"
63;"HOU";"PHX"
1;"HOU";"SAT"
10;"HOU";"SAT"
56;"HOU";"SAT"
2;"HOU";"AUS"
25;"HOU";"AUS"
15;"HOU";"DAL"
18;"HOU";"DAL"
3;"HOU";"DAL"
3;"HOU";"DAL"
15;"HOU";"DAL"
1;"HOU";"DAL"
2;"HOU";"DAL"
16;"HOU";"DAL"
8;"HOU";"DAL"
13;"HOU";"DAL"
9;"HOU";"DEN"
2;"HOU";"DEN"
4;"HOU";"LAS"
9;"HOU";"LAS"
6;"HOU";"LAX"
12;"HOU";"LAX"
11;"HOU";"LAX"
1;"HOU";"MSY"
17;"HOU";"MSY"
22;"HOU";"MSY"
24;"HOU";"MSY"
18;"HOU";"PHX"
9;"HOU";"PHX"
2;"HOU";"PHX"
29;"HOU";"SAT"
5;"HOU";"SAT"
13;"HOU";"AUS"
1;"HOU";"AUS"
19;"HOU";"AUS"
6;"HOU";"AUS"
10;"HOU";"AUS"
1;"HOU";"DAL"
8;"HOU";"DAL"
21;"HOU";"DAL"
21;"HOU";"DAL"
37;"HOU";"DAL"
6;"HOU";"DAL"
2;"HOU";"DAL"
8;"HOU";"DAL"
25;"HOU";"DAL"
7;"HOU";"DAL"
12;"HOU";"DAL"
2;"HOU";"DAL"
51;"HOU";"DAL"
12;"HOU";"DAL"
10;"HOU";"DAL"
31;"HOU";"DAL"
18;"HOU";"DAL"
2;"HOU";"DAL"
1;"HOU";"DEN"
6;"HOU";"DEN"
7;"HOU";"DEN"
15;"HOU";"LAS"
76;"HOU";"LAS"
8;"HOU";"LAS"
29;"HOU";"LAX"
4;"HOU";"LAX"
58;"HOU";"LAX"
59;"HOU";"LAX"
8;"HOU";"MSY"
1;"HOU";"MSY"
3;"HOU";"MSY"
2;"HOU";"MSY"
58;"HOU";"MSY"
22;"HOU";"MSY"
16;"HOU";"PHX"
14;"HOU";"PHX"
8;"HOU";"PHX"
26;"HOU";"SAT"
34;"HOU";"SAT"
10;"HOU";"SAT"
54;"HOU";"SAT"
36;"HOU";"AUS"
11;"HOU";"AUS"
5;"HOU";"AUS"
5;"HOU";"DAL"
3;"HOU";"DAL"
3;"HOU";"DAL"
5;"HOU";"DAL"
17;"HOU";"DAL"
12;"HOU";"DAL"
2;"HOU";"DAL"
5;"HOU";"DAL"
53;"HOU";"DAL"
33;"HOU";"DAL"
1;"HOU";"DAL"
12;"HOU";"DAL"
11;"HOU";"DAL"
9;"HOU";"DEN"
2;"HOU";"DEN"
5;"HOU";"DEN"
30;"HOU";"LAS"
1;"HOU";"LAS"
33;"HOU";"LAX"
20;"HOU";"LAX"
10;"HOU";"LAX"
50;"HOU";"MSY"
25;"HOU";"MSY"
2;"HOU";"MSY"
2;"HOU";"MSY"
22;"HOU";"MSY"
6;"HOU";"PHX"
12;"HOU";"PHX"
42;"HOU";"PHX"
13;"HOU";"PHX"
14;"HOU";"SAT"
36;"HOU";"SAT"
44;"HOU";"AUS"
23;"HOU";"AUS"
53;"HOU";"AUS"
66;"HOU";"AUS"
1;"HOU";"DAL"
13;"HOU";"DAL"
21;"HOU";"DAL"
27;"HOU";"DAL"
42;"HOU";"DAL"
6;"HOU";"DAL"
37;"HOU";"DAL"
26;"HOU";"DAL"
7;"HOU";"DAL"
14;"HOU";"DAL"
32;"HOU";"DAL"
9;"HOU";"DAL"
6;"HOU";"DAL"
49;"HOU";"DAL"
39;"HOU";"DAL"
39;"HOU";"DAL"
3;"HOU";"DEN"
29;"HOU";"DEN"
3;"HOU";"DEN"
15;"HOU";"DEN"
40;"HOU";"LAS"
25;"HOU";"LAS"
1;"HOU";"LAS"
39;"HOU";"LAS"
35;"HOU";"LAX"
35;"HOU";"LAX"
8;"HOU";"MSY"
43;"HOU";"MSY"
7;"HOU";"MSY"
35;"HOU";"MSY"
43;"HOU";"MSY"
11;"HOU";"PHX"
30;"HOU";"PHX"
9;"HOU";"PHX"
9;"HOU";"PHX"
1;"HOU";"SAT"
32;"HOU";"SAT"
4;"HOU";"SAT"
6;"HOU";"SAT"
72;"HOU";"SAT"
24;"HOU";"AUS"
41;"HOU";"AUS"
21;"HOU";"AUS"
14;"HOU";"AUS"
2;"HOU";"DAL"
1;"HOU";"DAL"
20;"HOU";"DAL"
7;"HOU";"DAL"
26;"HOU";"DAL"
20;"HOU";"DAL"
9;"HOU";"DAL"
13;"HOU";"DAL"
25;"HOU";"DAL"
5;"HOU";"DAL"
27;"HOU";"DAL"
3;"HOU";"DAL"
34;"HOU";"DAL"
7;"HOU";"DAL"
2;"HOU";"DAL"
32;"HOU";"DAL"
9;"HOU";"DAL"
1;"HOU";"DEN"
6;"HOU";"DEN"
7;"HOU";"LAS"
8;"HOU";"LAS"
6;"HOU";"LAS"
32;"HOU";"LAX"
18;"HOU";"LAX"
1;"HOU";"LAX"
31;"HOU";"LAX"
1;"HOU";"MSY"
1;"HOU";"MSY"
12;"HOU";"MSY"
1;"HOU";"MSY"
5;"HOU";"MSY"
3;"HOU";"MSY"
41;"HOU";"MSY"
3;"HOU";"MSY"
84;"HOU";"MSY"
7;"HOU";"PHX"
55;"HOU";"PHX"
53;"HOU";"PHX"
75;"HOU";"SAT"
3;"HOU";"SAT"
15;"HOU";"SAT"
3;"HOU";"AUS"
12;"HOU";"AUS"
7;"HOU";"AUS"
1;"HOU";"AUS"
6;"HOU";"AUS"
6;"HOU";"DAL"
17;"HOU";"DAL"
20;"HOU";"DAL"
28;"HOU";"DAL"
29;"HOU";"DAL"
2;"HOU";"DAL"
1;"HOU";"DAL"
30;"HOU";"DAL"
8;"HOU";"DAL"
36;"HOU";"DAL"
1;"HOU";"DAL"
27;"HOU";"DAL"
10;"HOU";"DAL"
6;"HOU";"DAL"
9;"HOU";"DAL"
7;"HOU";"DEN"
10;"HOU";"DEN"
28;"HOU";"LAS"
133;"HOU";"LAS"
10;"HOU";"LAS"
20;"HOU";"LAX"
1;"HOU";"LAX"
7;"HOU";"LAX"
5;"HOU";"MSY"
8;"HOU";"MSY"
24;"HOU";"MSY"
2;"HOU";"MSY"
7;"HOU";"PHX"
3;"HOU";"PHX"
18;"HOU";"PHX"
8;"HOU";"SAT"
3;"HOU";"SAT"
3;"HOU";"SAT"
84;"HOU";"SAT"
6;"HOU";"AUS"
5;"HOU";"AUS"
42;"HOU";"DAL"
5;"HOU";"DAL"
9;"HOU";"DAL"
7;"HOU";"DAL"
25;"HOU";"DAL"
1;"HOU";"DAL"
20;"HOU";"DAL"
14;"HOU";"DAL"
27;"HOU";"DAL"
10;"HOU";"DAL"
119;"HOU";"DEN"
3;"HOU";"DEN"
4;"HOU";"LAS"
1;"HOU";"LAS"
2;"HOU";"LAX"
8;"HOU";"LAX"
3;"HOU";"MSY"
1;"HOU";"PHX"
12;"HOU";"PHX"
15;"HOU";"SAT"
17;"HOU";"SAT"
8;"HOU";"AUS"
3;"HOU";"AUS"
22;"HOU";"DAL"
17;"HOU";"DAL"
4;"HOU";"DAL"
4;"HOU";"DAL"
8;"HOU";"DAL"
41;"HOU";"DAL"
76;"HOU";"DAL"
19;"HOU";"DAL"
3;"HOU";"DAL"
2;"HOU";"DAL"
1;"HOU";"DAL"
7;"HOU";"LAS"
3;"HOU";"LAS"
1;"HOU";"LAS"
14;"HOU";"LAX"
3;"HOU";"LAX"
26;"HOU";"MSY"
32;"HOU";"MSY"
12;"HOU";"PHX"
4;"HOU";"PHX"
6;"HOU";"SAT"
1;"HOU";"AUS"
12;"HOU";"DAL"
6;"HOU";"DAL"
2;"HOU";"DAL"
15;"HOU";"DAL"
5;"HOU";"DAL"
1;"HOU";"DAL"
28;"HOU";"DAL"
9;"HOU";"DEN"
29;"HOU";"DEN"
2;"HOU";"LAS"
2;"HOU";"LAX"
1;"HOU";"MSY"
5;"HOU";"MSY"
56;"HOU";"MSY"
1;"HOU";"MSY"
5;"HOU";"MSY"
16;"HOU";"PHX"
3;"HOU";"PHX"
2;"HOU";"PHX"
45;"HOU";"SAT"
7;"HOU";"AUS"
1;"HOU";"DAL"
1;"HOU";"DAL"
3;"HOU";"DAL"
22;"HOU";"DAL"
1;"HOU";"DAL"
9;"HOU";"DAL"
27;"HOU";"DAL"
1;"HOU";"DAL"
4;"HOU";"DAL"
1;"HOU";"DAL"
3;"HOU";"DAL"
1;"HOU";"DAL"
14;"HOU";"DEN"
8;"HOU";"DEN"
12;"HOU";"LAS"
1;"HOU";"LAX"
5;"HOU";"LAX"
7;"HOU";"LAX"
9;"HOU";"MSY"
1;"HOU";"MSY"
25;"HOU";"MSY"
11;"HOU";"PHX"
38;"HOU";"PHX"
10;"HOU";"PHX"
4;"HOU";"SAT"
31;"HOU";"AUS"
58;"HOU";"AUS"
25;"HOU";"AUS"
2;"HOU";"DAL"
4;"HOU";"DAL"
1;"HOU";"DAL"
57;"HOU";"DAL"
4;"HOU";"DAL"
26;"HOU";"DAL"
197;"HOU";"DAL"
69;"HOU";"DAL"
29;"HOU";"DAL"
30;"HOU";"DAL"
39;"HOU";"DAL"
25;"HOU";"DAL"
42;"HOU";"DAL"
22;"HOU";"DAL"
32;"HOU";"DAL"
14;"HOU";"DAL"
22;"HOU";"DEN"
8;"HOU";"DEN"
4;"HOU";"DEN"
9;"HOU";"LAS"
34;"HOU";"LAS"
8;"HOU";"LAS"
4;"HOU";"LAX"
3;"HOU";"LAX"
27;"HOU";"LAX"
24;"HOU";"LAX"
4;"HOU";"MSY"
50;"HOU";"MSY"
6;"HOU";"MSY"
22;"HOU";"MSY"
43;"HOU";"MSY"
13;"HOU";"MSY"
3;"HOU";"MSY"
51;"HOU";"PHX"
10;"HOU";"PHX"
6;"HOU";"PHX"
9;"HOU";"SAT"
19;"HOU";"SAT"
8;"HOU";"SAT"
34;"HOU";"SAT"
33;"HOU";"AUS"
8;"HOU";"AUS"
17;"HOU";"AUS"
11;"HOU";"AUS"
2;"HOU";"AUS"
11;"HOU";"DAL"
31;"HOU";"DAL"
3;"HOU";"DAL"
23;"HOU";"DAL"
8;"HOU";"DAL"
96;"HOU";"DAL"
49;"HOU";"DAL"
105;"HOU";"DAL"
2;"HOU";"DAL"
5;"HOU";"DAL"
151;"HOU";"DAL"
59;"HOU";"DAL"
42;"HOU";"DAL"
1;"HOU";"DAL"
1;"HOU";"DAL"
23;"HOU";"DEN"
42;"HOU";"DEN"
8;"HOU";"LAS"
5;"HOU";"LAS"
112;"HOU";"LAS"
9;"HOU";"LAX"
27;"HOU";"LAX"
7;"HOU";"LAX"
9;"HOU";"LAX"
2;"HOU";"MSY"
2;"HOU";"MSY"
15;"HOU";"MSY"
14;"HOU";"MSY"
32;"HOU";"MSY"
1;"HOU";"MSY"
14;"HOU";"MSY"
10;"HOU";"MSY"
29;"HOU";"PHX"
1;"HOU";"PHX"
5;"HOU";"PHX"
9;"HOU";"SAT"
6;"HOU";"SAT"
9;"HOU";"SAT"
9;"HOU";"SAT"
2;"HOU";"AUS"
2;"HOU";"AUS"
11;"HOU";"AUS"
33;"HOU";"AUS"
5;"HOU";"DAL"
4;"HOU";"DAL"
80;"HOU";"DAL"
50;"HOU";"DAL"
76;"HOU";"DAL"
1;"HOU";"DAL"
13;"HOU";"DAL"
12;"HOU";"DAL"
3;"HOU";"DAL"
6;"HOU";"DAL"
4;"HOU";"DAL"
33;"HOU";"DAL"
44;"HOU";"DAL"
9;"HOU";"DAL"
51;"HOU";"DAL"
16;"HOU";"DAL"
9;"HOU";"DEN"
9;"HOU";"DEN"
17;"HOU";"LAS"
8;"HOU";"LAS"
6;"HOU";"LAX"
20;"HOU";"LAX"
3;"HOU";"LAX"
16;"HOU";"MSY"
47;"HOU";"MSY"
48;"HOU";"MSY"
16;"HOU";"MSY"
3;"HOU";"MSY"
27;"HOU";"MSY"
70;"HOU";"MSY"
26;"HOU";"MSY"
16;"HOU";"PHX"
22;"HOU";"PHX"
4;"HOU";"PHX"
2;"HOU";"SAT"
8;"HOU";"SAT"
22;"HOU";"SAT"
4;"HOU";"SAT"
19;"HOU";"AUS"
4;"HOU";"AUS"
23;"HOU";"AUS"
1;"HOU";"DAL"
10;"HOU";"DAL"
8;"HOU";"DAL"
8;"HOU";"DAL"
11;"HOU";"DAL"
17;"HOU";"DAL"
10;"HOU";"DAL"
31;"HOU";"DAL"
13;"HOU";"DAL"
19;"HOU";"DEN"
22;"HOU";"DEN"
2;"HOU";"DEN"
1;"HOU";"LAS"
7;"HOU";"LAS"
7;"HOU";"LAX"
3;"HOU";"LAX"
2;"HOU";"MSY"
1;"HOU";"MSY"
10;"HOU";"MSY"
16;"HOU";"MSY"
4;"HOU";"MSY"
25;"HOU";"MSY"
27;"HOU";"PHX"
23;"HOU";"PHX"
11;"HOU";"SAT"
23;"HOU";"SAT"
6;"HOU";"SAT"
18;"HOU";"AUS"
2;"HOU";"AUS"
1;"HOU";"DAL"
2;"HOU";"DAL"
1;"HOU";"DAL"
15;"HOU";"DAL"
3;"HOU";"DAL"
4;"HOU";"DAL"
67;"HOU";"DAL"
27;"HOU";"DAL"
11;"HOU";"DAL"
1;"HOU";"DAL"
5;"HOU";"DAL"
11;"HOU";"DAL"
5;"HOU";"DEN"
3;"HOU";"DEN"
7;"HOU";"LAS"
12;"HOU";"LAS"
1;"HOU";"LAX"
5;"HOU";"LAX"
24;"HOU";"LAX"
5;"HOU";"LAX"
2;"HOU";"MSY"
35;"HOU";"MSY"
1;"HOU";"MSY"
17;"HOU";"MSY"
5;"HOU";"MSY"
11;"HOU";"PHX"
3;"HOU";"PHX"
2;"HOU";"SAT"
43;"HOU";"SAT"
2;"HOU";"SAT"
14;"HOU";"AUS"
5;"HOU";"AUS"
15;"HOU";"DAL"
2;"HOU";"DAL"
96;"HOU";"DAL"
28;"HOU";"DAL"
22;"HOU";"DAL"
13;"HOU";"DAL"
5;"HOU";"DAL"
14;"HOU";"DAL"
51;"HOU";"DAL"
1;"HOU";"DAL"
10;"HOU";"DAL"
3;"HOU";"DAL"
7;"HOU";"DAL"
47;"HOU";"DEN"
35;"HOU";"DEN"
1;"HOU";"DEN"
8;"HOU";"LAS"
9;"HOU";"LAS"
21;"HOU";"LAS"
4;"HOU";"LAX"
3;"HOU";"LAX"
10;"HOU";"LAX"
16;"HOU";"LAX"
37;"HOU";"MSY"
14;"HOU";"MSY"
5;"HOU";"MSY"
64;"HOU";"MSY"
33;"HOU";"MSY"
31;"HOU";"MSY"
1;"HOU";"MSY"
11;"HOU";"PHX"
4;"HOU";"PHX"
1;"HOU";"PHX"
33;"HOU";"SAT"
27;"HOU";"SAT"
13;"HOU";"SAT"
1;"HOU";"AUS"
10;"HOU";"AUS"
6;"HOU";"AUS"
6;"HOU";"AUS"
18;"HOU";"DAL"
24;"HOU";"DAL"
2;"HOU";"DAL"
18;"HOU";"DAL"
3;"HOU";"DAL"
1;"HOU";"DAL"
19;"HOU";"DAL"
8;"HOU";"DAL"
2;"HOU";"DAL"
21;"HOU";"DAL"
11;"HOU";"DAL"
10;"HOU";"DAL"
25;"HOU";"DAL"
38;"HOU";"DEN"
4;"HOU";"DEN"
38;"HOU";"DEN"
16;"HOU";"LAS"
43;"HOU";"LAX"
34;"HOU";"LAX"
34;"HOU";"LAX"
11;"HOU";"MSY"
14;"HOU";"MSY"
14;"HOU";"MSY"
1;"HOU";"MSY"
1;"HOU";"MSY"
30;"HOU";"MSY"
4;"HOU";"MSY"
1;"HOU";"PHX"
4;"HOU";"PHX"
1;"HOU";"SAT"
10;"HOU";"SAT"
21;"HOU";"SAT"
19;"HOU";"SAT"
7;"HOU";"SAT"
3;"HOU";"AUS"
18;"HOU";"AUS"
48;"HOU";"AUS"
3;"HOU";"DAL"
1;"HOU";"DAL"
1;"HOU";"DAL"
1;"HOU";"DAL"
55;"HOU";"DAL"
17;"HOU";"DAL"
9;"HOU";"DAL"
1;"HOU";"DAL"
39;"HOU";"DAL"
50;"HOU";"DAL"
2;"HOU";"DAL"
7;"HOU";"DAL"
26;"HOU";"DEN"
9;"HOU";"DEN"
14;"HOU";"DEN"
10;"HOU";"LAS"
1;"HOU";"LAS"
3;"HOU";"LAX"
37;"HOU";"LAX"
4;"HOU";"MSY"
3;"HOU";"MSY"
1;"HOU";"MSY"
4;"HOU";"MSY"
53;"HOU";"MSY"
17;"HOU";"PHX"
13;"HOU";"PHX"
19;"HOU";"SAT"
14;"HOU";"SAT"
105;"HOU";"SAT"
17;"HOU";"AUS"
30;"HOU";"AUS"
21;"HOU";"AUS"
8;"HOU";"AUS"
2;"HOU";"DAL"
4;"HOU";"DAL"
17;"HOU";"DAL"
11;"HOU";"DAL"
5;"HOU";"DAL"
18;"HOU";"DAL"
13;"HOU";"DAL"
11;"HOU";"DAL"
23;"HOU";"DAL"
139;"HOU";"DAL"
11;"HOU";"DAL"
